id,predicted_price
2591820310,381601.62
7974200820,825925.1
7701450110,1059216.2
9522300010,2435685.8
9510861140,687321.75
1761300310,286517.34
7732410120,767529.94
7010701383,684509.25
291310170,416051.9
4232901990,566164.06
6840701125,615214.75
3971700580,429719.06
4202400078,244352.47
6064800090,357508.84
2626119028,306392.66
3303980660,1105191.6
862000020,835340.06
2386000070,944070.4
1138000450,391978.3
1775800420,458534.56
2291401425,401876.16
2025770560,1228886.0
3525069037,708211.6
9324800450,560376.2
8080400136,540715.0
8651540040,589901.5
9407001790,184389.12
1773101530,227553.92
9432900250,346283.28
1794500695,556249.4
2220069003,344630.22
923000120,474553.78
5728000060,568221.5
16000200,223510.7
1926059094,379106.47
6672900220,1009568.0
3629860060,848923.25
1822069109,433620.0
6675500105,388624.0
249000180,1930629.6
226059065,508510.6
396100110,294311.7
9264450460,391375.72
7853361210,352254.97
9474700020,264677.44
421000455,240807.45
3755200220,452376.06
7960100075,450550.5
9477100490,379759.84
9138100350,768309.75
1624049275,505681.03
2770606890,564656.8
1157200189,472027.72
2770601800,540982.2
9301300805,575843.44
2325069032,1191044.2
1021079099,378312.25
7215730040,759795.2
1853200080,526267.2
3224600340,670210.4
3222049120,438908.34
2113700025,272942.8
7893207925,181127.5
3586501085,546043.6
8024200010,416664.66
7116500705,192713.28
1598600209,341663.56
7204200025,912921.7
4206901505,598323.0
2937300440,805401.94
7205000180,305275.06
8718500665,349078.6
5318101765,815886.56
4122700020,1015617.25
8078700020,509002.03
3303980680,963600.2
8924100372,1097485.9
2781270210,211562.38
519000043,520231.7
3225069301,1746003.6
151000075,728371.75
2297400020,537671.8
6617500085,607517.6
104510180,243053.48
3528900060,889953.94
3345100286,538618.06
1226039130,386247.7
8712100720,770681.44
3037200010,412773.75
3626039268,430692.66
104510230,277670.84
5112800060,492959.06
6072400280,620015.06
5317100570,1073680.8
9528102993,591024.75
2919201095,469371.56
6181400920,205436.44
185000161,263073.4
8691400010,790784.94
3345700165,512797.62
6151800486,246043.4
4340000080,1293820.9
4136960010,645017.44
3634100030,377196.88
1624059224,1003325.8
2788400090,255143.67
9828200762,447502.06
7524400250,579648.9
3528000290,784853.9
5700003630,2015733.8
2720069019,398036.2
7227501170,272565.34
2397101270,522364.97
6792100090,742214.7
2770602265,535457.1
3971700937,324070.12
422049203,227411.45
3076500830,372567.72
1423400260,304014.6
9161100795,365075.12
3126049052,485308.0
5100401468,375645.7
514500235,490712.1
1423200170,173802.33
1402100070,382974.7
624110020,743129.25
2407000145,237977.3
1890000225,862889.7
1320069271,447233.72
5490700085,392389.88
263000155,463059.94
3726800201,473792.0
5153200358,335116.72
2725079018,809654.5
7165700200,230561.27
9429000170,621910.6
8718500075,420804.6
1760650950,342551.22
1068000559,1189616.8
4113800500,602526.1
4077800507,518099.44
2725069150,806414.9
4008400035,655967.9
7016310270,425475.53
1432701230,231769.0
3278606050,416090.8
2473350710,425309.7
2185000685,209586.22
7792000025,422080.4
6868200029,500336.28
624069003,745230.44
7431500280,826953.7
3296000040,591925.0
1118001215,1583932.1
6453900040,783509.4
333100209,840321.25
34001765,581757.75
8946700100,356791.8
5561401210,641337.1
6671900095,352033.47
3275850020,687636.0
3876300600,421165.2
1450900020,334757.9
8562780280,293305.16
7663700973,301122.1
2126049032,434430.9
1823059159,161832.58
3438503426,292029.53
9297301495,567175.44
7140700850,390363.16
7942601805,732207.44
2555900030,410205.03
2887970040,324510.53
7419700010,682136.5
2239000011,398211.28
9283800050,327674.03
9407001340,279213.4
217500140,564035.4
7212660520,258394.31
3298201170,434362.4
3057000400,280805.1
6865200444,489711.0
6071600340,564565.75
6821600005,690350.3
1235100371,875869.56
7796450340,167644.12
3603000410,192375.8
9297300255,524128.34
9126100850,537812.75
2770601462,495673.5
2599001500,247257.11
1102000095,808115.44
1853080640,954472.75
9551201585,980126.0
3438500796,303635.75
7518504291,494895.53
9269200340,410853.1
715010130,1326761.0
1982201485,618695.06
9526500080,405454.06
9277200180,422596.5
6669150280,281638.56
8917100153,555367.4
3760500516,1091052.2
2725069050,876880.5
3332000091,336358.34
8562770080,554121.0
8151601190,252443.28
8563040160,592323.1
240000269,835754.0
4307350200,262608.38
1311910300,262879.5
3574900030,508552.72
7853230570,367594.94
320069049,419388.66
9839301060,687944.2
7011201333,660419.06
2781320100,275483.9
3421069120,467250.84
7852030320,404671.06
5316101075,1970212.8
5309100750,502304.22
629000730,736715.8
511700170,332930.56
1562100030,598666.5
2489200230,638617.94
524069116,406319.44
5315100737,1227610.5
1868900675,800808.56
1608000120,306301.5
705700240,323236.1
7575600610,264418.72
1778500015,680300.44
5423500240,190219.33
6713700025,296611.72
2734100734,316732.66
301402280,219583.92
2113700205,244685.23
4114601570,2398766.5
3332000615,317529.28
3630050180,359229.84
6852700520,537940.9
6870310010,580945.8
6163900981,295810.8
393000142,399462.84
1771100130,365403.84
1442860160,426926.2
9191200435,550943.1
6788200800,884659.4
1115300070,649005.5
3176600105,685671.94
2770604665,584824.8
5469500580,590666.9
5680000545,534295.1
3424089119,539826.75
1328300180,290394.8
1773100922,366856.44
4123830480,296240.47
9808610190,1063783.0
4250200140,282998.38
4217402115,2611114.5
3831250350,375262.53
2397101055,734214.94
6817850110,902935.4
7526800200,572555.06
7853370100,661342.2
2523089025,827679.94
9476200680,275455.0
5714200140,429191.88
3575304895,586699.9
263000018,546410.9
8080400177,520857.38
6450304130,359541.4
514500090,561204.44
9477000300,391589.25
853600310,1587835.1
1951600240,215603.31
1099900120,338045.22
5323100120,516678.94
1223089016,377317.44
522059172,248554.12
1930300190,697720.44
9542840410,264108.6
8665050530,520371.34
5592900205,356473.72
5450300010,562756.56
2459960030,367612.97
3331500455,569469.06
3432500705,409207.53
3702900165,373099.38
5249803550,533519.9
626049058,450698.6
1788900380,157234.12
8075400360,224898.3
9113200250,687088.25
2738640040,704854.0
7821200307,469134.8
3530440140,249510.3
3582700130,467394.9
9276200569,803105.44
7197800020,615081.2
686200490,584530.7
3501600100,330278.25
6383000690,572314.06
7604400150,349247.16
5249801411,813922.5
2607720420,440681.8
9561100010,368857.4
1796370590,269147.94
4077800593,393624.28
854000165,278296.3
5536100010,849347.7
4188000670,878010.0
31000165,1366688.4
662350050,985456.0
4137000280,275937.5
6169901130,896761.6
1953400510,254086.31
7518506716,1005242.3
1552520010,330849.56
7955080270,281716.53
9212900100,514672.03
3438500798,269881.66
7899800890,230420.48
4319200605,447860.06
1329300480,369857.53
8935100100,775576.75
5016001260,422761.2
4337600280,306828.94
1446401220,237138.45
7135521530,628887.2
6888900115,249405.17
2413301070,299913.56
345700040,257287.02
5566100145,360595.16
7634800070,373368.47
9346910500,599860.06
3529300060,276331.34
8128600060,1441179.4
8572900275,213893.3
4139420590,1882722.4
9274200322,668186.3
1472700200,524078.44
8820903380,625212.6
8563010130,822349.7
8965450110,862367.9
9274204230,478762.38
8165501700,366922.12
2193340260,550330.4
1860600290,771728.56
1222000055,201632.8
2492200280,450728.06
2488200455,409425.22
809001520,1072131.4
1796361140,293371.78
6398000011,681857.56
6813600365,598681.5
7504100920,883077.44
